timestamp_utc,price_eur_per_mwh,risk_score,signal_positive,event_positive,confusion_bucket,price_event_labels,regime_label,reason_codes
2024-04-30 22:00:00+00:00,66.81,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-04-30 23:00:00+00:00,55.09,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 00:00:00+00:00,50.31,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 01:00:00+00:00,43.99,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 02:00:00+00:00,47.81,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 03:00:00+00:00,44.69,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 04:00:00+00:00,42.48,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 05:00:00+00:00,28.08,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 06:00:00+00:00,8.45,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 07:00:00+00:00,0.01,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 08:00:00+00:00,-0.97,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-01 09:00:00+00:00,-40.05,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,NORMAL,NO_RULE_TRIGGERED
2024-05-01 10:00:00+00:00,-91.9,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,NORMAL,NO_RULE_TRIGGERED
2024-05-01 11:00:00+00:00,-120.0,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-01 12:00:00+00:00,-120.07,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-01 13:00:00+00:00,-79.98,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-01 14:00:00+00:00,-30.01,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-01 15:00:00+00:00,-1.14,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-01 16:00:00+00:00,15.32,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 17:00:00+00:00,50.4,0,False,True,FN,HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-01 18:00:00+00:00,50.0,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 19:00:00+00:00,34.01,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 20:00:00+00:00,29.92,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 21:00:00+00:00,22.0,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 22:00:00+00:00,14.56,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-01 23:00:00+00:00,10.94,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 00:00:00+00:00,10.0,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 01:00:00+00:00,7.8,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 02:00:00+00:00,10.63,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 03:00:00+00:00,32.06,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 04:00:00+00:00,72.72,0,False,True,FN,HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-02 05:00:00+00:00,78.28,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 06:00:00+00:00,62.9,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 07:00:00+00:00,31.45,0,False,True,FN,HIGH_PRICE_RAMP_DOWN,NORMAL,NO_RULE_TRIGGERED
2024-05-02 08:00:00+00:00,5.1,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 09:00:00+00:00,-0.08,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-02 10:00:00+00:00,-1.73,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-02 11:00:00+00:00,-4.19,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-02 12:00:00+00:00,-0.05,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-02 13:00:00+00:00,-1.39,0,False,True,FN,NEGATIVE_PRICE|LOW_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-02 14:00:00+00:00,4.04,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 15:00:00+00:00,55.16,0,False,True,FN,HIGH_PRICE_RAMP_UP,NORMAL,NO_RULE_TRIGGERED
2024-05-02 16:00:00+00:00,81.22,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 17:00:00+00:00,87.96,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 18:00:00+00:00,85.14,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 19:00:00+00:00,82.31,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 20:00:00+00:00,78.21,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 21:00:00+00:00,71.02,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 22:00:00+00:00,61.9,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-02 23:00:00+00:00,59.14,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 00:00:00+00:00,57.95,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 01:00:00+00:00,58.5,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 02:00:00+00:00,59.14,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 03:00:00+00:00,69.17,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 04:00:00+00:00,83.76,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 05:00:00+00:00,85.47,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 06:00:00+00:00,92.31,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 07:00:00+00:00,88.25,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 08:00:00+00:00,77.95,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 09:00:00+00:00,72.58,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 10:00:00+00:00,64.11,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 11:00:00+00:00,59.33,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 12:00:00+00:00,60.05,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 13:00:00+00:00,64.69,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 14:00:00+00:00,72.29,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 15:00:00+00:00,79.55,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 16:00:00+00:00,88.89,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 17:00:00+00:00,105.49,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 18:00:00+00:00,119.94,0,False,True,FN,HIGH_PRICE_LEVEL,NORMAL,NO_RULE_TRIGGERED
2024-05-03 19:00:00+00:00,107.95,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 20:00:00+00:00,93.46,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 21:00:00+00:00,85.56,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 22:00:00+00:00,90.8,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-03 23:00:00+00:00,87.79,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 00:00:00+00:00,86.26,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 01:00:00+00:00,87.72,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 02:00:00+00:00,90.64,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 03:00:00+00:00,98.34,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 04:00:00+00:00,94.19,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 05:00:00+00:00,90.02,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 06:00:00+00:00,78.48,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 07:00:00+00:00,62.38,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 08:00:00+00:00,41.17,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 09:00:00+00:00,31.18,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
2024-05-04 10:00:00+00:00,24.93,0,False,False,TN,NO_PRICE_EVENT,NORMAL,NO_RULE_TRIGGERED
