alignment,shift_hours,exposed_event_rate,unexposed_event_rate,difference_pp,relative_lift,valid_strata,weighted_common_support_rows,exposed_rows,unexposed_rows
observed,0,0.6613137556833848,0.19804938936328825,46.32643663200965,3.3391355449741686,696,14241,2317,41530
weekly_circular_placebo,168,0.2555907773825168,0.2789231128418661,-2.333233545934932,0.9163485047129191,696,14241,2317,41530
weekly_circular_placebo,336,0.21902731476418863,0.2533284750881737,-3.430116032398506,0.8645980862907489,696,14241,2317,41530
weekly_circular_placebo,504,0.2154852950668394,0.2299647161416906,-1.4479421074851202,0.9370363361919841,696,14241,2317,41530
weekly_circular_placebo,-168,0.2704425625606425,0.2797881804507503,-0.9345617890107849,0.9665975243305429,696,14241,2317,41530
weekly_circular_placebo,-336,0.2152406170990697,0.26530749446766577,-5.006687736859608,0.8112873612219125,696,14241,2317,41530
weekly_circular_placebo,-504,0.19773388523396385,0.24699786253649272,-4.926397730252888,0.8005489731910115,696,14241,2317,41530
