regime_label,rows,price_event_rows,price_event_share,mean_price,median_price,max_price,mean_abs_price_ramp,version
EXTREME,2,2,1.0,170.34,170.34,204.19,61.85000000000001,8F.1
NORMAL,614,134,0.2182410423452769,59.21032573289902,72.405,166.79,11.378809135399674,8F.1
STRESSED,17,6,0.35294117647058826,107.33294117647058,106.16,130.18,22.138823529411763,8F.1
WATCH,111,55,0.4954954954954955,106.7217117117117,104.51,257.35,29.99135135135135,8F.1
