regime_label,rows,price_event_rows,price_event_share,mean_price,median_price,max_price,mean_abs_price_ramp,version
EXTREME,1,1,1.0,139.66,139.66,139.66,32.75,8F.1
NORMAL,620,131,0.21129032258064517,66.84614516129032,76.025,235.52,11.898029079159935,8F.1
STRESSED,6,3,0.5,126.43166666666667,122.285,157.37,36.205000000000005,8F.1
WATCH,93,46,0.4946236559139785,108.99247311827958,108.37,210.16,27.697096774193547,8F.1
