price_event_label,rows,signal_positive_rows,mean_risk_score,mean_price_eur_per_mwh,version
HIGH_PRICE_LEVEL,75,2,25.533333333333335,164.16693333333336,8E.1
HIGH_PRICE_RAMP_DOWN,32,1,19.21875,86.915625,8E.1
HIGH_PRICE_RAMP_UP,43,0,24.53488372093023,141.13162790697675,8E.1
LOW_PRICE_LEVEL,75,0,2.1333333333333333,-10.112666666666666,8E.1
NEGATIVE_PRICE,68,0,1.0294117647058822,-11.161029411764707,8E.1
