price_event_label,rows,signal_positive_rows,mean_risk_score,mean_price_eur_per_mwh,version
HIGH_PRICE_LEVEL,75,7,33.06666666666667,142.614,8E.1
HIGH_PRICE_RAMP_DOWN,28,0,31.428571428571427,92.35964285714286,8E.1
HIGH_PRICE_RAMP_UP,47,4,26.27659574468085,113.71510638297872,8E.1
LOW_PRICE_LEVEL,75,0,0.8,-12.964799999999999,8E.1
NEGATIVE_PRICE,81,0,0.9876543209876543,-12.005185185185185,8E.1
