timestamp_utc,price_eur_per_mwh,price_ramp_eur_per_mwh,risk_score,regime_label,reason_codes,price_event_labels,confusion_bucket
2024-07-15 17:00:00+00:00,204.19,89.84,85,EXTREME,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-07-08 17:00:00+00:00,136.49,33.860000000000014,85,EXTREME,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-07-18 04:00:00+00:00,120.88,28.78,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,TP
2024-07-31 04:00:00+00:00,112.51,10.120000000000005,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-11 04:00:00+00:00,107.71,25.72999999999999,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-25 04:00:00+00:00,106.16,13.629999999999995,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-18 21:00:00+00:00,101.92,-17.620000000000005,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-11 21:00:00+00:00,98.12,-23.47,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-10 21:00:00+00:00,92.92,-21.05,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-17 21:00:00+00:00,92.81,-22.099999999999994,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-08 21:00:00+00:00,92.02,-21.63000000000001,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-07-18 17:00:00+00:00,130.18,38.18000000000001,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-07-30 17:00:00+00:00,129.44,26.039999999999992,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL,TP
2024-07-29 17:00:00+00:00,123.24,26.33,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL,TP
2024-07-11 17:00:00+00:00,120.0,28.42,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL,TP
2024-07-15 16:00:00+00:00,114.35,32.349999999999994,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_RAMP_UP,TP
2024-07-08 16:00:00+00:00,102.63,22.43,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,NO_PRICE_EVENT,FP
2024-07-22 17:00:00+00:00,99.04,17.89,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,NO_PRICE_EVENT,FP
2024-07-10 16:00:00+00:00,80.73,0.5900000000000034,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,NO_PRICE_EVENT,FP
2024-07-08 18:00:00+00:00,257.35,120.86,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-18 18:00:00+00:00,227.6,97.42,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-15 18:00:00+00:00,224.96,20.77000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
2024-07-19 18:00:00+00:00,190.46,69.44000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-22 18:00:00+00:00,186.24,87.2,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-18 19:00:00+00:00,184.46,-43.13999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-07-11 18:00:00+00:00,184.33,64.33000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-29 18:00:00+00:00,178.07,54.83,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-30 18:00:00+00:00,177.13,47.69,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-07-08 19:00:00+00:00,173.69,-83.66000000000003,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-07-22 19:00:00+00:00,172.04,-14.200000000000015,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
