bucket,rows,mean_price,median_price,max_price,min_price,mean_abs_price_ramp,mean_risk_score,max_risk_score,version
FN,177,69.89977401129944,69.51,235.52,-80.01,23.434463276836155,12.344632768361581,55.0,8F.1
FP,3,104.47666666666667,101.8,110.08,101.55,26.853333333333335,66.66666666666667,70.0,8F.1
TN,536,73.15046641791045,80.55000000000001,126.73,0.01,10.827682242990653,6.100746268656716,55.0,8F.1
TP,4,146.20499999999998,146.48000000000002,157.37,134.49,42.355000000000004,68.75,85.0,8F.1
