reason_code,rows,signal_positive_rows,price_event_rows,price_event_share,mean_price,median_price,mean_risk_score,version
HIGH_RESIDUAL_LOAD,114,7,56,0.49122807017543857,102.7238596491228,105.465,37.36842105263158,8F.1
HIGH_RESIDUAL_LOAD_RAMP,66,4,26,0.3939393939393939,77.0969696969697,80.695,29.848484848484848,8F.1
HIGH_RENEWABLE_GENERATION_RAMP,67,4,25,0.373134328358209,80.39835820895522,84.28,28.134328358208954,8F.1
LOW_RENEWABLE_SHARE,61,4,19,0.3114754098360656,118.28409836065575,108.09,39.50819672131148,8F.1
HIGH_LOAD_RAMP,57,3,15,0.2631578947368421,106.3740350877193,110.0,26.49122807017544,8F.1
