reason_code,count,share_of_rows,risk_diagnostic_schema_version
NO_RULE_TRIGGERED,520,0.7222222222222222,4B.1
HIGH_RENEWABLE_GENERATION_RAMP,67,0.09305555555555556,4B.1
HIGH_RESIDUAL_LOAD_RAMP,66,0.09166666666666666,4B.1
LOW_RENEWABLE_SHARE,61,0.08472222222222223,4B.1
HIGH_LOAD_RAMP,57,0.07916666666666666,4B.1
HIGH_RESIDUAL_LOAD,52,0.07222222222222222,4B.1
