timestamp_utc,price_eur_per_mwh,price_ramp_eur_per_mwh,risk_score,regime_label,reason_codes,price_event_labels,confusion_bucket
2024-06-13 17:00:00+00:00,139.66,32.75,85,EXTREME,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL,TP
2024-06-18 04:00:00+00:00,134.49,38.55000000000001,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-06-27 21:00:00+00:00,101.8,-23.41,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-06-17 21:00:00+00:00,101.55,-26.60000000000001,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,NO_PRICE_EVENT,FP
2024-06-17 17:00:00+00:00,157.37,43.21000000000001,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-06-24 17:00:00+00:00,153.3,54.91000000000001,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,TP
2024-06-27 17:00:00+00:00,110.08,30.55,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,NO_PRICE_EVENT,FP
2024-06-17 18:00:00+00:00,210.16,52.78999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-24 18:00:00+00:00,209.32,56.01999999999998,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-20 18:00:00+00:00,200.09,44.47,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-27 18:00:00+00:00,200.04,89.96,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-17 19:00:00+00:00,200.01,-10.150000000000006,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
2024-06-13 18:00:00+00:00,188.35,48.69,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-06-27 19:00:00+00:00,186.18,-13.859999999999983,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL,FN
