run_id,market,start,end,run_status,run_ready,dataset_id,analytics_ready,intake_status,source_rows,same_hour_signal_rows,same_hour_price_event_rows,same_hour_precision,same_hour_recall,same_hour_event_lift,exact_next_1h_precision,exact_next_1h_recall,exact_next_1h_event_lift,window_next_3h_precision,window_next_3h_recall,window_next_3h_event_lift,window_next_6h_precision,window_next_6h_recall,window_next_6h_event_lift,evaluation_file,adapted_file,contract_report,behavior_report,run_key,registered,adapted_rows,intake_row_count,evaluation_file_exists,adapted_file_exists,contract_report_exists,behavior_report_exists,same_hour_tp,same_hour_fp,same_hour_fn
DE-LU_2024-05-01_to_2024-05-31,DE-LU,2024-05-01,2024-05-31,READY,True,signal_price_evaluation_2024_05,True,PASS,744,7,203,0.5714285714285714,0.0197044334975369,2.0942997888810697,0.8571428571428571,0.0295566502463054,3.137227304714989,0.8571428571428571,0.0184615384615384,1.9542857142857144,0.8571428571428571,0.0134529147982062,1.418321588725176,data/processed/signal_price_evaluation_DE-LU_2024-05-01_to_2024-05-31.csv,data/adapted/signal_price_evaluation_DE-LU_2024-05-01_to_2024-05-31_registry_adapted.csv,reports/contract_registry_signal_price_evaluation_2024-05-01_to_2024-05-31.md,reports/price_risk_behavior_2024-05-01_to_2024-05-31.md,2024-05-01_to_2024-05-31,True,744,744,True,True,True,True,4,3,199
DE-LU_2024-06-01_to_2024-06-30,DE-LU,2024-06-01,2024-06-30,READY,True,signal_price_evaluation_2024_06,True,PASS,720,7,181,0.5714285714285714,0.0220994475138121,2.273086029992107,0.7142857142857143,0.0276243093922651,2.8374112075769538,0.7142857142857143,0.0175438596491228,1.7969924812030076,0.7142857142857143,0.0124069478908188,1.2655086848635235,data/processed/signal_price_evaluation_DE-LU_2024-06-01_to_2024-06-30.csv,data/adapted/signal_price_evaluation_DE-LU_2024-06-01_to_2024-06-30_registry_adapted.csv,reports/contract_registry_signal_price_evaluation_2024-06-01_to_2024-06-30.md,reports/price_risk_behavior_2024-06-01_to_2024-06-30.md,2024-06-01_to_2024-06-30,True,720,720,True,True,True,True,4,3,177
DE-LU_2024-07-01_to_2024-07-31,DE-LU,2024-07-01,2024-07-31,READY,True,signal_price_evaluation_2024_07,True,PASS,744,19,197,0.4210526315789473,0.0406091370558375,1.5901683141864815,0.5789473684210527,0.0558375634517766,2.183542612877371,0.631578947368421,0.0380952380952381,1.4857142857142855,0.631578947368421,0.0277136258660508,1.0764555731129208,data/processed/signal_price_evaluation_DE-LU_2024-07-01_to_2024-07-31.csv,data/adapted/signal_price_evaluation_DE-LU_2024-07-01_to_2024-07-31_registry_adapted.csv,reports/contract_registry_signal_price_evaluation_2024-07-01_to_2024-07-31.md,reports/price_risk_behavior_2024-07-01_to_2024-07-31.md,2024-07-01_to_2024-07-31,True,744,744,True,True,True,True,8,11,189
DE-LU_2024-08-01_to_2024-08-31,DE-LU,2024-08-01,2024-08-31,READY,True,signal_price_evaluation_2024_08,True,PASS,744,8,192,0.375,0.015625,1.453125,0.375,0.015625,1.451171875,0.375,0.0098039215686274,0.9080882352941176,0.5,0.0091324200913242,0.8424657534246576,data/processed/signal_price_evaluation_DE-LU_2024-08-01_to_2024-08-31.csv,data/adapted/signal_price_evaluation_DE-LU_2024-08-01_to_2024-08-31_registry_adapted.csv,reports/contract_registry_signal_price_evaluation_2024-08-01_to_2024-08-31.md,reports/price_risk_behavior_2024-08-01_to_2024-08-31.md,2024-08-01_to_2024-08-31,True,744,744,True,True,True,True,3,5,189
