regime_label,rows,price_event_rows,price_event_share,mean_price,median_price,max_price,mean_abs_price_ramp,version
EXTREME,1,0,0.0,107.48,107.48,107.48,17.89,8F.1
NORMAL,664,153,0.23042168674698796,63.12890060240964,74.945,151.05,11.036726998491705,8F.1
STRESSED,6,4,0.6666666666666666,124.80499999999999,126.94500000000001,147.02,25.291666666666668,8F.1
WATCH,73,46,0.6301369863013698,99.04589041095889,107.71,221.46,23.93945205479452,8F.1
