bucket,rows,mean_price,median_price,max_price,min_price,mean_abs_price_ramp,mean_risk_score,max_risk_score,version
FN,199,53.85211055276382,50.66,221.46,-135.45,21.71532663316583,11.306532663316583,55.0,8F.1
FP,3,108.0,107.48,111.49,105.03,17.953333333333333,73.33333333333333,90.0,8F.1
TN,538,71.43377323420073,79.485,111.92,0.0,8.833482309124767,4.795539033457249,55.0,8F.1
TP,4,133.0775,130.72500000000002,147.02,123.84,28.945000000000004,62.5,70.0,8F.1
