price_event_label,rows,signal_positive_rows,mean_risk_score,mean_price_eur_per_mwh,version
HIGH_PRICE_LEVEL,75,4,24.133333333333333,132.3888,8E.1
HIGH_PRICE_RAMP_DOWN,33,0,17.424242424242426,36.78848484848484,8E.1
HIGH_PRICE_RAMP_UP,42,1,13.80952380952381,71.525,8E.1
LOW_PRICE_LEVEL,75,0,0.8,-19.454933333333337,8E.1
NEGATIVE_PRICE,78,0,0.7692307692307693,-18.7075641025641,8E.1
