timestamp_utc,price_eur_per_mwh,price_ramp_eur_per_mwh,risk_score,regime_label,reason_codes,price_event_labels,confusion_bucket
2024-08-08 18:00:00+00:00,197.31,58.81999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-08-26 17:00:00+00:00,190.31,73.49000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-08-16 19:00:00+00:00,171.83,-71.28999999999999,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-29 19:00:00+00:00,169.09,-120.17999999999998,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-14 19:00:00+00:00,148.7,-70.22,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-26 19:00:00+00:00,143.82,-87.24000000000001,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-19 19:00:00+00:00,140.11,-63.72,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-08 19:00:00+00:00,135.0,-62.31,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_DOWN,FN
2024-08-12 17:00:00+00:00,206.02,83.24000000000001,50,WATCH,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP,HIGH_PRICE_LEVEL|HIGH_PRICE_RAMP_UP,FN
2024-08-19 16:00:00+00:00,113.97,13.269999999999996,50,WATCH,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP,NO_PRICE_EVENT,TN
2024-08-19 05:00:00+00:00,152.33,23.330000000000013,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
2024-08-30 05:00:00+00:00,151.06,14.22999999999999,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
2024-08-27 05:00:00+00:00,137.99,12.230000000000004,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
2024-08-30 04:00:00+00:00,136.83,29.460000000000008,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
2024-08-29 05:00:00+00:00,134.47,9.010000000000003,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
2024-08-19 06:00:00+00:00,129.6,-22.73000000000001,45,WATCH,HIGH_RESIDUAL_LOAD|HIGH_LOAD_RAMP,HIGH_PRICE_LEVEL,FN
