timestamp_utc,timestamp_local,market_label,smard_region,risk_score,regime_label,reason_codes,residual_load_percentile,renewable_share_percentile,abs_load_ramp_percentile,abs_residual_load_ramp_percentile,abs_renewable_generation_ramp_percentile,risk_schema_version,risk_diagnostic_schema_version
2024-08-14 20:00:00+00:00,2024-08-14 22:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9461077844311376,0.0568862275449101,0.918918918918919,0.6396396396396397,0.06006006006006,4A.1,4B.1
2024-08-15 04:00:00+00:00,2024-08-15 06:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9239766081871345,0.0760233918128654,0.9618768328445748,0.7096774193548387,0.281524926686217,4A.1,4B.1
2024-08-16 20:00:00+00:00,2024-08-16 22:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9057591623036648,0.0078534031413612,0.9002624671916011,0.5538057742782152,0.1312335958005249,4A.1,4B.1
2024-08-26 20:00:00+00:00,2024-08-26 22:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9405144694533762,0.0482315112540192,0.9178743961352656,0.6183574879227053,0.0112721417069243,4A.1,4B.1
2024-08-29 20:00:00+00:00,2024-08-29 22:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.952449567723343,0.0590778097982708,0.937950937950938,0.6796536796536796,0.0216450216450216,4A.1,4B.1
2024-08-08 17:00:00+00:00,2024-08-08 19:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9518716577540108,0.3262032085561497,0.1290322580645161,0.946236559139785,0.956989247311828,4A.1,4B.1
2024-08-26 16:00:00+00:00,2024-08-26 18:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9077669902912622,0.3155339805825243,0.2414910858995137,0.9902755267423016,0.987034035656402,4A.1,4B.1
2024-08-29 16:00:00+00:00,2024-08-29 18:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9202898550724636,0.344927536231884,0.09288824383164,0.9782293178519592,0.9782293178519592,4A.1,4B.1
2024-08-08 18:00:00+00:00,2024-08-08 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9893617021276596,0.0585106382978723,0.6149732620320856,0.4973262032085561,0.6631016042780749,4A.1,4B.1
2024-08-08 19:00:00+00:00,2024-08-08 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9788359788359788,0.0423280423280423,0.5319148936170213,0.1223404255319148,0.3297872340425531,4A.1,4B.1
2024-08-14 18:00:00+00:00,2024-08-14 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,1.0,0.0542168674698795,0.7522658610271903,0.1299093655589124,0.5377643504531722,4A.1,4B.1
2024-08-14 19:00:00+00:00,2024-08-14 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.984984984984985,0.045045045045045,0.6144578313253012,0.2078313253012048,0.2319277108433735,4A.1,4B.1
2024-08-16 18:00:00+00:00,2024-08-16 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9789473684210528,0.0289473684210526,0.6912928759894459,0.387862796833773,0.6200527704485488,4A.1,4B.1
2024-08-16 19:00:00+00:00,2024-08-16 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.968503937007874,0.0104986876640419,0.6552631578947369,0.1289473684210526,0.3526315789473684,4A.1,4B.1
2024-08-19 17:00:00+00:00,2024-08-19 19:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9955654101995566,0.0975609756097561,0.1755555555555555,0.7844444444444445,0.7733333333333333,4A.1,4B.1
2024-08-19 18:00:00+00:00,2024-08-19 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.995575221238938,0.0597345132743362,0.6319290465631929,0.0066518847006651,0.4456762749445676,4A.1,4B.1
2024-08-19 19:00:00+00:00,2024-08-19 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9624724061810156,0.0816777041942604,0.6969026548672567,0.5110619469026548,0.3451327433628318,4A.1,4B.1
2024-08-26 17:00:00+00:00,2024-08-26 19:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9935379644588044,0.0969305331179321,0.1812297734627831,0.8559870550161812,0.8495145631067961,4A.1,4B.1
2024-08-26 18:00:00+00:00,2024-08-26 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,1.0,0.0516129032258064,0.6203554119547657,0.1680129240710824,0.4975767366720517,4A.1,4B.1
2024-08-26 19:00:00+00:00,2024-08-26 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9806763285024156,0.0322061191626409,0.7548387096774194,0.3532258064516129,0.2580645161290322,4A.1,4B.1
