timestamp_utc,timestamp_local,market_label,smard_region,total_load_mw,residual_load_official_mw,wind_onshore_validated_mw,wind_offshore_validated_mw,solar_validated_mw,wind_total_mw,renewable_generation_mw,renewable_share,wind_share,solar_share,load_ramp_mw,residual_load_ramp_mw,renewable_generation_ramp_mw,local_date,local_hour,local_weekday,is_weekend,feature_schema_version,dashboard_schema_version
2024-04-30 22:00:00+00:00,2024-05-01 00:00:00+02:00,DE-LU,DE,39889.25,22990.75,13980.0,2912.0,6.5,16892.0,16898.5,0.4236354406262339,0.423472489455179,0.0001629511710548,,,,2024-05-01,0,Wednesday,False,3A.1,3B.1
2024-04-30 23:00:00+00:00,2024-05-01 01:00:00+02:00,DE-LU,DE,37327.5,21196.25,13591.5,2536.5,3.25,16128.0,16131.25,0.4321545777241979,0.4320675105485232,8.706717567477061e-05,-2561.75,-1794.5,-767.25,2024-05-01,1,Wednesday,False,3A.1,3B.1
2024-05-01 00:00:00+00:00,2024-05-01 02:00:00+02:00,DE-LU,DE,35866.0,20564.0,12947.5,2351.75,2.75,15299.25,15302.0,0.4266436179111136,0.4265669436234874,7.667428762616406e-05,-1461.5,-632.25,-829.25,2024-05-01,2,Wednesday,False,3A.1,3B.1
2024-05-01 01:00:00+00:00,2024-05-01 03:00:00+02:00,DE-LU,DE,35312.75,20445.25,12581.5,2283.5,2.5,14865.0,14867.5,0.42102356797474,0.4209527720157733,7.079595896666218e-05,-553.25,-118.75,-434.5,2024-05-01,3,Wednesday,False,3A.1,3B.1
2024-05-01 02:00:00+00:00,2024-05-01 04:00:00+02:00,DE-LU,DE,35052.5,19676.75,13166.75,2206.25,2.75,15373.0,15375.75,0.4386491691034876,0.4385707153555381,7.845374794950431e-05,-260.25,-768.5,508.25,2024-05-01,4,Wednesday,False,3A.1,3B.1
2024-05-01 03:00:00+00:00,2024-05-01 05:00:00+02:00,DE-LU,DE,34752.5,19082.75,13703.75,1929.25,36.75,15633.0,15669.75,0.4508956190202143,0.4498381411409251,0.0010574778792892,-300.0,-594.0,294.0,2024-05-01,5,Wednesday,False,3A.1,3B.1
2024-05-01 04:00:00+00:00,2024-05-01 06:00:00+02:00,DE-LU,DE,34688.25,17146.5,13874.0,2046.75,1621.0,15920.75,17541.75,0.5056971741151542,0.458966652973269,0.0467305211418852,-64.25,-1936.25,1872.0,2024-05-01,6,Wednesday,False,3A.1,3B.1
2024-05-01 05:00:00+00:00,2024-05-01 07:00:00+02:00,DE-LU,DE,37753.75,14864.25,12543.75,2410.0,7935.75,14953.75,22889.5,0.6062841439592094,0.3960864814753501,0.2101976624838592,3065.5,-2282.25,5347.75,2024-05-01,7,Wednesday,False,3A.1,3B.1
2024-05-01 06:00:00+00:00,2024-05-01 08:00:00+02:00,DE-LU,DE,41224.25,11476.0,9426.5,2625.0,17696.75,12051.5,29748.25,0.7216201628895613,0.2923400668295967,0.4292800960599647,3470.5,-3388.25,6858.75,2024-05-01,8,Wednesday,False,3A.1,3B.1
2024-05-01 07:00:00+00:00,2024-05-01 09:00:00+02:00,DE-LU,DE,44281.75,6086.75,7596.5,2995.25,27603.25,10591.75,38195.0,0.8625449536208483,0.2391899597463966,0.6233549938744517,3057.5,-5389.25,8446.75,2024-05-01,9,Wednesday,False,3A.1,3B.1
2024-05-01 08:00:00+00:00,2024-05-01 10:00:00+02:00,DE-LU,DE,44408.75,-236.5,7317.75,2385.5,34942.0,9703.25,44645.25,1.0053255270639232,0.2184986066935007,0.7868269203704225,127.0,-6323.25,6450.25,2024-05-01,10,Wednesday,False,3A.1,3B.1
2024-05-01 09:00:00+00:00,2024-05-01 11:00:00+02:00,DE-LU,DE,44784.75,-3660.0,7769.25,1933.75,38741.75,9703.0,48444.75,1.0817242476512652,0.2166585723935044,0.8650656752577607,376.0,-3423.5,3799.5,2024-05-01,11,Wednesday,False,3A.1,3B.1
2024-05-01 10:00:00+00:00,2024-05-01 12:00:00+02:00,DE-LU,DE,43362.0,-6016.75,7390.25,1467.25,40521.25,8857.5,49378.75,1.1387562843042296,0.2042687145426871,0.9344875697615423,-1422.75,-2356.75,934.0,2024-05-01,12,Wednesday,False,3A.1,3B.1
2024-05-01 11:00:00+00:00,2024-05-01 13:00:00+02:00,DE-LU,DE,41513.25,-8323.75,8045.75,1298.25,40493.0,9344.0,49837.0,1.200508271455499,0.2250847620940302,0.9754235093614688,-1848.75,-2307.0,458.25,2024-05-01,13,Wednesday,False,3A.1,3B.1
2024-05-01 12:00:00+00:00,2024-05-01 14:00:00+02:00,DE-LU,DE,40227.0,-8095.25,8597.25,1298.0,38427.0,9895.25,48322.25,1.2012392174410222,0.2459852835160464,0.9552539339249758,-1286.25,228.5,-1514.75,2024-05-01,14,Wednesday,False,3A.1,3B.1
2024-05-01 13:00:00+00:00,2024-05-01 15:00:00+02:00,DE-LU,DE,40074.0,-6645.0,10489.75,1824.75,34404.5,12314.5,46719.0,1.1658182362629137,0.3072940060887358,0.8585242301741778,-153.0,1450.25,-1603.25,2024-05-01,15,Wednesday,False,3A.1,3B.1
2024-05-01 14:00:00+00:00,2024-05-01 16:00:00+02:00,DE-LU,DE,40875.75,-6052.75,15832.25,2696.75,28399.5,18529.0,46928.5,1.148076793697975,0.4533005510602252,0.6947762426377497,801.75,592.25,209.5,2024-05-01,16,Wednesday,False,3A.1,3B.1
2024-05-01 15:00:00+00:00,2024-05-01 17:00:00+02:00,DE-LU,DE,42945.25,-744.0,19790.0,3985.5,19913.75,23775.5,43689.25,1.0173243839539878,0.5536235090027418,0.463700874951246,2069.5,5308.75,-3239.25,2024-05-01,17,Wednesday,False,3A.1,3B.1
2024-05-01 16:00:00+00:00,2024-05-01 18:00:00+02:00,DE-LU,DE,44934.75,6860.5,21531.25,6012.25,10530.75,27543.5,38074.25,0.8473230628856286,0.6129665793177885,0.23435648356784,1989.5,7604.5,-5615.0,2024-05-01,18,Wednesday,False,3A.1,3B.1
2024-05-01 17:00:00+00:00,2024-05-01 19:00:00+02:00,DE-LU,DE,44859.0,14563.0,20649.75,6282.75,3363.5,26932.5,30296.0,0.6753605742437415,0.6003811944091486,0.0749793798345928,-75.75,7702.5,-7778.25,2024-05-01,19,Wednesday,False,3A.1,3B.1
