timestamp_utc,timestamp_local,market_label,smard_region,risk_score,regime_label,reason_codes,residual_load_percentile,renewable_share_percentile,abs_load_ramp_percentile,abs_residual_load_ramp_percentile,abs_renewable_generation_ramp_percentile,risk_schema_version,risk_diagnostic_schema_version
2024-06-13 17:00:00+00:00,2024-06-13 19:00:00+02:00,DE-LU,DE,85,EXTREME,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.980456026058632,0.0912052117263843,0.1993464052287581,0.9411764705882352,0.934640522875817,4A.1,4B.1
2024-06-17 21:00:00+00:00,2024-06-17 23:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9508599508599508,0.0073710073710073,0.9408866995073892,0.6502463054187192,0.1453201970443349,4A.1,4B.1
2024-06-18 04:00:00+00:00,2024-06-18 06:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9589371980676328,0.0845410628019323,0.9830508474576272,0.6828087167070218,0.6029055690072639,4A.1,4B.1
2024-06-27 21:00:00+00:00,2024-06-27 23:00:00+02:00,DE-LU,DE,70,STRESSED,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE|HIGH_LOAD_RAMP,0.9010819165378672,0.0819165378670788,0.9164086687306502,0.8173374613003096,0.434984520123839,4A.1,4B.1
2024-06-17 17:00:00+00:00,2024-06-17 19:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9751861042183624,0.1017369727047146,0.3134328358208955,0.9129353233830846,0.9228855721393034,4A.1,4B.1
2024-06-24 17:00:00+00:00,2024-06-24 19:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9597197898423818,0.1576182136602451,0.0228070175438596,0.9824561403508772,0.9736842105263158,4A.1,4B.1
2024-06-27 17:00:00+00:00,2024-06-27 19:00:00+02:00,DE-LU,DE,60,STRESSED,HIGH_RESIDUAL_LOAD|HIGH_RESIDUAL_LOAD_RAMP|HIGH_RENEWABLE_GENERATION_RAMP,0.9828926905132191,0.1788491446345256,0.3722741433021806,0.9595015576323987,0.973520249221184,4A.1,4B.1
2024-06-12 20:00:00+00:00,2024-06-12 22:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.916083916083916,0.0979020979020979,0.7543859649122807,0.312280701754386,0.3929824561403509,4A.1,4B.1
2024-06-13 18:00:00+00:00,2024-06-13 20:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,1.0,0.0616883116883116,0.6384364820846905,0.5895765472312704,0.758957654723127,4A.1,4B.1
2024-06-13 19:00:00+00:00,2024-06-13 21:00:00+02:00,DE-LU,DE,55,WATCH,HIGH_RESIDUAL_LOAD|LOW_RENEWABLE_SHARE,0.9902912621359224,0.0420711974110032,0.7727272727272727,0.4058441558441558,0.2467532467532467,4A.1,4B.1
