price_event_label,rows,signal_positive_rows,mean_risk_score,mean_price_eur_per_mwh,version
HIGH_PRICE_LEVEL,72,4,22.916666666666668,153.13166666666666,8E.1
HIGH_PRICE_RAMP_DOWN,24,0,22.291666666666668,108.40541666666667,8E.1
HIGH_PRICE_RAMP_UP,48,3,22.8125,117.850625,8E.1
LOW_PRICE_LEVEL,72,0,1.3194444444444444,-11.299027777777777,8E.1
NEGATIVE_PRICE,64,0,1.25,-12.71140625,8E.1
